1.3854989088167196e+158,2.6968220556903544e+158,1.0637713260589813e+280,2.544691182416415e+281,-1.4057674881494078e+272,7.79250770886451e+281,-2.3363985966625577e+160,1.86191728987907e+282,6.951375567019554e+158,1.5025552989299035e+282
7.223205561737167e+281,2.570052164367011e+163,1.1099807973661634e+281,1.8594539058595196e+157,1.4897857827139784e+159,1.5997045413891092e+159,2.229868848378013e+282,1.0275985372197407e+159,2.9794994184888175e+282,-3.4557502487545492e+159
2.1826822332442907e+158,8.874717196704263e+158,-3.583114561100121e+162,4.342825206602704e+281,-7.662128448930626e+272,1.5717223494210835e+282,-2.5032367234809384e+273,8.79976486307223e+158,1.4702885043750552e+158,1.1725660016885798e+159
8.764472955391634e+158,7.536976483640264e+282,5.597652686338775e+158,2.5614404014860923e+158,3.2328444092365406e+281,1.3367338168609273e+159,6.126581761160035e+281,-1.0374429291451136e+274,5.907112283128754e+281,9.567311804048042e+158
9.741950904715808e+282,-8.480144750679609e+273,2.195161605125965e+283,-7.165494486933309e+273,8.082212243460134e+158,7.608437763009052e+161,7.480536813242106e+158,-6.715476409118228e+160,-1.1722203228439934e+274,9.519804863454535e+280
1.1361522640490898e+158,4.317062874631429e+283,-3.057534601989091e+274,5.961039851265189e+158,2.8726451440354336e+162,7.960521577733592e+158,2.621948828325556e+158,-9.849271620705378e+273,3.486618804192537e+158,5.472151291602924e+158
1.4688997051507306e+159,7.653149648365749e+158,4.160063198373782e+283,-1.2042978064070785e+275,4.74733515625177e+158,-1.552640080514255e+273,-1.1025070981014626e+160,9.10653557598095e+158,1.4766990391702078e+159,1.007933392977607e+159
3.005923328832767e+157,6.664098993518618e+283,1.6119785294403667e+159,2.1325641626414256e+158,-2.987527571813178e+275,1.539932846461201e+159,-9.210874232775747e+274,7.449676379520915e+158,1.0429626637406968e+159,4.26516759523072e+158
5.978666414967639e+283,6.134937284497823e+158,3.364626840067957e+283,-2.0664401485356035e+275,3.9978720804392155e+158,-2.0173282807356755e+275,3.359555864970373e+158,1.7804929728849994e+163,-6.075605108930393e+161,4.746466804441993e+163
1.3593077271336085e+159,4.223964099818618e+283,-4.823951044543444e+159,6.464124925337108e+282,9.92574803794945e+158,1.0157857648818057e+159,2.8853211875242546e+157,-6.733703346959737e+164,1.480532364208266e+159,3.723702278889664e+164
