3.410109450511763e+78,6.637651116096837e+78,5.255358618861284e+139,1.257236540520758e+141,-3.789553778358538e+134,3.849907348650358e+141,-2.889569848449151e+80,9.198540613978336e+141,1.7109325286582227e+79,7.423124451402502e+141
3.568500077213922e+141,4.7277575869004246e+83,5.484056203763165e+140,4.5766483804581405e+77,3.6667893020643716e+79,3.937330834332135e+79,1.1016559791257179e+142,2.5292141775108832e+79,1.4719766488693101e+142,-8.489815622016893e+79
5.372205826857934e+78,2.1843219644934362e+79,-8.819070696713346e+82,2.1456193411926844e+141,-2.0654943337827186e+135,7.765131294532789e+141,-6.748022175461694e+135,2.16587404947669e+79,3.6188009184577752e+78,2.8860206083612113e+79
2.157187700671764e+79,3.723732905743524e+142,1.3777425738046227e+79,6.304438108500784e+78,1.5972137208163677e+141,3.2900845989039454e+79,3.026841145210507e+141,-2.796654357926991e+136,2.9183074685005167e+141,2.3547893247235226e+79
4.813056356580232e+142,-2.286008522166198e+136,1.0845294845941104e+143,-1.9316157853731684e+136,1.9892638079378835e+79,9.36781391357775e+81,1.841174260001716e+79,-8.258190069300543e+80,-3.159976305427801e+136,4.703076487506763e+140
2.7963959756295012e+78,2.1328394578822766e+143,-8.242253360591897e+136,1.467182558017136e+79,3.535195881007435e+82,1.9593122513836067e+79,6.453366669099277e+78,-2.655086619863474e+136,8.58156701448679e+78,1.3468530877488998e+79
3.6153826859859914e+79,1.8836592202271598e+79,2.0552723568910493e+143,-3.2464481793767008e+137,1.1684550870492577e+79,-4.185480979700979e+135,-2.713585590408752e+80,2.2413791040511208e+79,3.634579079774735e+79,2.4808126278604047e+79
7.398437837761144e+77,3.2923210487365527e+143,3.967540632681822e+79,5.248850907473537e+78,-8.053534096591798e+137,3.7902155818770863e+79,-2.4829926388949253e+137,1.833578623800932e+79,2.5670296912688212e+79,1.0497798469530843e+79
2.9536699569182568e+143,1.5099836946122433e+79,1.6622421838695699e+143,-5.57054145769687e+137,9.839907687178393e+78,-5.438149674736967e+137,8.268828745915102e+78,2.1441549582451585e+83,-1.4953803476637647e+82,3.3593294258331882e+84
3.345645454467248e+79,2.0867838341605165e+143,-5.570703550531732e+80,3.193488909752018e+142,2.4430107430772137e+79,2.5001395630669498e+79,7.101601442430207e+77,1.1577987123434556e+85,3.644013990084648e+79,9.165097317166953e+84
